,Dyad,TotalDurationAround1,MeanDurationAround1,FrequencyAround1,TotalDurationMonitor1,MeanDurationMonitor1,FrequencyMonitor1,TotalDurationKeyboard1,MeanDurationKeyboard1,FrequencyKeyboard1,TotalDurationFace1,MeanDurationFace1,FrequencyFace1,TotalDurationAround2,MeanDurationAround2,FrequencyAround2,TotalDurationMonitor2,MeanDurationMonitor2,FrequencyMonitor2,TotalDurationKeyboard2,MeanDurationKeyboard2,FrequencyKeyboard2,TotalDurationFace2,MeanDurationFace2,FrequencyFace2
44,56,3.7666118026542885,0.6728671666056126,44,2.7578980068297776,0.5135491842330313,22,3.3190227734731397,0.5784842722398055,34,5.381585635731047,1.2490340762606167,87,4.5736795188967205,1.0092841805413324,55,4.232172268017428,1.0417717893118432,37,3.7977338590260183,0.7642431022436755,38,4.539386445442088,0.7828081781058362,78
45,57,3.681351187693145,0.9603076172909293,24,2.2082744135228043,0.5517930622542137,11,4.385354424766557,1.0018034018221602,46,5.16440494896177,1.3131074390282784,64,4.6599739780287655,1.5278039009938775,29,3.4166331897919946,1.5440101071116452,8,3.8365808102612875,1.2201569215999186,19,4.800188573576453,1.537410137251995,33
46,58,3.913355450661925,0.8599163243464152,36,3.3117588190149143,0.6825979049430686,27,1.0647107369924282,0.38865798979178323,4,5.409858741280944,1.5496879080283263,60,4.461299815568389,1.3489385745761215,30,3.773526928174221,1.0761394328160512,22,1.9315214116032138,1.0874389880699844,3,5.117794191695461,1.5627591540415124,44
47,59,4.167181886174367,0.8551695328829717,47,2.634284050862601,0.6543073472436814,14,3.6428355156125294,0.7712649598238974,32,5.232889561225582,1.2483086181459877,75,4.152089223938264,1.007214199734212,36,3.624340932976365,0.9504820966224343,23,2.533696813957432,0.6377970854767804,13,5.2487769209879005,1.4502939439528515,58
48,60,3.7887247890836524,0.8919980393051107,30,2.6741486494265287,0.6418538861723947,15,2.2155737160044158,0.5191244265806857,12,5.464396617240569,1.7246322699240533,51,4.097118489104826,1.4144043200517837,19,3.944167458754713,1.3384065674694694,18,1.698669046162043,0.556436135018043,6,5.229681574157898,1.817956520194553,36
49,61,4.4620693423474185,1.162081862616776,39,4.300002799195291,1.1050728556710538,36,3.2281658717752935,0.7673118404492909,21,4.774068722449905,0.9937883976542314,69,5.07434013448525,1.5464072977615668,43,3.9331319686383814,1.0253586523203033,28,2.4876805766707255,0.614492398161257,13,4.394860592653968,0.8199429769378367,63
50,62,3.8767411912835064,0.7295959902679776,44,3.547699840651157,0.5410039407408236,47,2.4876805766707255,0.614492398161257,13,5.3421747496118135,1.3477765971869355,73,2.379546134130174,0.8754687373539001,7,5.099459841113982,1.3634155787349596,56,1.791759469228055,0.8109302162163288,4,4.814350030284915,1.1339942255142252,58
51,63,3.76738251560188,0.7618997829443472,37,3.3044417131978476,0.810577420305102,21,4.522512952307082,1.0244707982720813,51,4.95182846354017,0.9609490364986845,87,4.350707951416454,1.1032797417156048,38,3.0834378539730967,1.126011262856224,10,4.627909672957581,1.3386493743178154,36,4.628235458919088,0.9891280558264214,60
52,64,5.186454273402643,1.8805776620165657,32,3.8607297110405954,1.1058325366415969,23,2.5751535276357784,0.7944996748202328,10,4.167181886174367,0.8936112431047376,44,5.471009374366148,2.1558797460411605,31,0.42744401482693956,0.42744401482693956,1,2.0918640616783932,0.5815946946541979,9,4.037186148382152,1.0280821378622718,31
53,65,3.7376696182833684,0.9236708391717776,27,2.740840023925201,0.7492366472109889,13,3.6127180931483722,0.6427306946459294,40,5.344405470740791,1.4485108524943024,64,4.219507705176107,1.3328056761689044,24,2.338595530517079,0.6609682821957102,10,2.8735646395797834,0.7482664797810249,15,5.337217515505594,1.740997665684799,44
54,66,4.089890211872721,0.7991325009866138,48,4.095455056506128,0.7488020187542838,53,3.7947398448134138,0.6652247199403221,46,4.939735844338722,0.881966853170306,98,4.01397772795114,0.757360127870776,48,4.833102254034098,1.1352220342806705,59,2.528391761727739,0.5703516030800175,15,4.705015520957808,0.834460713626523,84
55,67,3.765840495250065,0.8070009380764392,34,3.596398601319771,1.1269647032589771,17,4.270629416216625,1.0010502528448633,41,5.028911702846969,1.1937694111521695,66,4.4034619153939465,1.282127875454672,31,3.732098573233913,1.0788414068997816,21,4.741156895187679,1.2756590152128198,44,4.188644130520502,0.8555966632018988,48
56,68,4.677800877022999,1.3556493836179284,37,4.457829598089382,1.1955591300489021,37,1.992430164690206,0.6443570163905132,7,4.633109554677333,1.2481063826654168,41,4.912654885736052,1.5157054347713932,38,3.821368637160015,0.932254582863169,29,3.8044377947482086,1.419660054963691,14,4.3494173511082534,1.0684394090307403,40
57,69,3.75497925581846,0.7849881461302589,35,4.7205800374989195,0.9974216046776577,65,4.454347296253507,0.8727327575350252,61,4.143663686996302,0.6027360916994126,75,4.572302582362474,0.8876250630085388,67,3.46989391294839,0.909282101719678,21,4.980176086611547,1.1198144963187127,70,3.3877743613300146,0.4673960658386546,48
58,70,3.2758860795849802,0.7453820605021597,23,4.006726940897444,1.098200681335688,27,4.0061203288072615,0.7531179939189612,48,5.121779054509809,1.2080489924141578,71,2.894068619777491,0.9366873597818008,11,2.322387720290225,1.0438040521731147,5,5.19499181598058,1.3712916710812928,61,4.557729111387955,0.9449861625964958,60
59,71,2.087740344494531,0.6978977833185431,7,3.502549875922443,0.8508629265516998,24,3.907345415877035,0.5532463396499429,66,5.361135658940188,1.2594300365268578,84,2.2547944291576973,0.884685392458824,6,4.098225908930073,1.047684424578797,32,4.597473979353621,0.9116334388553823,66,4.90527477843843,1.0603301020970928,71
60,72,2.9566448848459443,0.728779260151866,17,3.8430301339411947,0.7892544907372884,38,2.842969519001581,0.6683320114402214,17,5.397860996884298,1.5534353607368294,59,4.360973225476049,1.1861681796924293,34,4.401829261970061,1.1563711228203022,37,1.6422277352570913,0.5273549257172013,6,4.933754249760298,1.2051585417393604,59
61,73,4.180522258463153,0.9016384550872848,44,0.8034952377288107,0.3443774161283263,3,3.9166788169643403,0.9315897691633244,32,5.226463262780053,1.2532776365458433,74,3.692207244206611,0.7215682764695212,37,1.3523928094442093,0.39053945789148875,6,4.531164772677595,1.2106173470446044,39,5.1187918970560835,1.2576571771994987,66
62,74,2.7578980068297776,0.47950694050856346,24,2.0710732920093196,0.7680484887330632,6,2.7124847981700757,0.6029220889672197,17,5.580609941715379,1.9664073866379466,43,2.403937587254333,0.6497967396863314,11,3.017167554274056,0.914237343062313,13,3.1369424421055148,0.717452571461064,21,5.519325305731825,2.0432073554031938,37
63,75,3.6712245188752153,0.8227123849145889,30,2.265229306450277,0.5420012412344405,12,3.728901128463422,0.7272095380191337,38,5.363324527856647,1.3534407224468978,74,4.017583501088638,1.1055838157761873,27,3.9033185647979995,1.165515436114394,22,4.352426164897591,1.1601701816675432,35,4.797442073635214,1.15859499326982,55
64,77,3.5936526041709156,0.7788150628720355,30,4.344670848130113,0.8006022752482824,62,3.1015926642534684,0.6755693492959728,22,5.12594614060725,1.1547279913648578,77,3.7666118026542885,1.0424763698047712,23,4.401011934584962,1.086616506872145,41,2.278975227354912,0.6800994651674699,9,5.132656250647189,1.5226586168287173,47
65,78,4.061017558106034,0.7304914366389157,53,1.8082887711792655,0.5472953035473821,7,1.5114575040738967,0.4630349599296423,6,5.461002948825133,1.5643505618007032,62,4.043635892230038,0.9738194475142988,34,3.76738251560188,1.0429872254991506,23,2.1822989271195437,0.539501423742657,11,5.2721444922440135,1.617047772748242,48
66,79,5.102505219571583,1.4214077850193128,52,3.0834378539730967,0.7137664677626809,20,3.885679030088544,0.859871540540232,35,4.234589479733429,0.776103411682358,58,5.205104984825858,1.774494160754746,37,2.1242555574696285,0.8010045764163588,6,2.0059743897979634,0.429253970072179,12,4.663439094112067,1.1451323043030026,49
67,80,4.613799512686146,1.2172180310759566,42,4.326337728813293,1.353718190685278,26,3.8451706984403056,1.0671025104358987,24,4.390738575275903,0.9916744856170348,47,5.039114765418124,2.204991606673879,19,4.7205800374989195,2.257212160355566,13,2.634284050862601,1.0464832232331631,7,3.1570004211501135,0.8780695190539572,16
